LocID,PC1,PC2,percent_Pop2020_500m,percent_URBAN_IMPERVIOUS_500m,percent_OPEN_WATER_500m,percent_ROW_CROPS_500m,percent_GRASSLAND_500m,percent_BARREN_SPARSELY_VEGETATED_500m,percent_EVERGREEN_WOODY_VEGETATION_500m,percent_DECIDUOUS_WOODY_VEGETATION_500m,X,Y
151,-0.934037946,-6.846496249,0.001101481,0.326617904,0.001764917,0,0.403759808,0.068773192,0.009121285,0.189962893,-90.73564138,38.74888233
152,-0.31171468,0.26583535,0.001818101,0.310801021,0,0,0.227942478,0.000141323,0.005866813,0.455248366,-90.54162454,38.57299639
154,-0.641816214,-0.549117961,0.001444814,0.314348344,0,0.003794707,0.294198593,0,0.009085146,0.378573211,-90.37163678,38.50267373
155,1.750771847,-2.128341051,0.001148003,0.645218604,0,0,0.1688214,0.017888234,0.000417456,0.167654306,-90.19724626,38.65276248
157,0.340056079,0.45536439,0.001835598,0.394177513,0,0,0.154504662,0.000975082,0.004783757,0.445558985,-90.35554193,38.61573928
158,-0.569067187,-0.692526253,0.001190363,0.325222318,0.00147554,0,0.319197938,0.000744772,0.005079729,0.348279703,-90.5094087,38.61361513
159,1.400480941,1.087067115,0.002714804,0.534638255,0,0,0.068595582,0,0.015013517,0.381752646,-90.2311389,38.61150453
16,-0.757104765,0.352609019,0.00160901,0.347051081,0.036172184,0,0.20531559,0,0.024747446,0.386713698,-90.35584569,38.69596436
160,-2.746642968,1.110978159,0.000846202,0.221463256,0,0.001463358,0.146751855,0.006843423,0.04962818,0.573849928,-90.00775137,38.67154112
161,-1.88794112,0.70020556,0.000544838,0.224073711,0,0,0.201857543,0.000398445,0.019157181,0.554513121,-90.39192979,38.66154428
163,-2.786634326,1.194599382,0.000682335,0.132757422,0,0,0.212103043,0,0.029983273,0.625156262,-90.41978796,38.62141177
164,3.323345908,-0.282105056,0.003321989,0.71514394,0,0,0.093912997,0.005130627,0,0.185812436,-90.25562688,38.59488363
165,-1.707986042,1.48865127,0.001038887,0.242903485,0.004300686,0,0.122134149,0,0.026646941,0.604014738,-90.5261549,38.63357492
166,-0.510016796,1.103164545,0.002006074,0.334358858,0.001769317,0,0.149191588,0,0.021230528,0.493449709,-90.32413394,38.63582022
167,3.676122704,0.488087126,0.003829808,0.727235932,0,0,0.052886739,0.000453111,0.000257102,0.219167115,-90.23355742,38.5961615
168,-0.379068161,-0.974942269,0.00188831,0.412714025,0,0.012565404,0.229080989,0.004340313,0.02736395,0.313935319,-89.9924192,38.5675316
169,-1.263071271,-8.165150416,0.000352616,0.292680226,0.001211879,0.047531879,0.254085954,0.053262844,0.002990235,0.348236983,-90.37450683,38.77749861
17,2.245266711,0.002028358,0.00283209,0.593903816,0,0,0.153252321,0,0.000519322,0.252324541,-90.29764947,38.60161602
170,-1.660356527,-1.276739698,0.000561436,0.263068979,0.017115518,0,0.401073985,0.001926196,0.014911787,0.301903535,-90.50578855,38.62586499
171,2.807534012,0.634183762,0.004043626,0.589654071,0,0,0.108555508,0,0.00100677,0.300783651,-90.25047193,38.60057637
173,-0.831536203,-1.460206094,0.001191689,0.300635313,0.011360511,0,0.336892697,0.009161744,0.007464606,0.334485129,-90.53729765,38.77371082
174,-2.276750697,-0.228553536,0.000413799,0.206137972,0.004253851,0,0.330040769,0.000455815,0.022016639,0.437094955,-90.59094232,38.62924969
175,-1.17687842,0.783499807,0.001712104,0.186271852,4.45528989298394e-05,0,0.177067223,0.00381882,0.007328315,0.625469237,-90.34552053,38.57949199
178,-1.245954995,1.373779455,0.002326988,0.227293731,0,0,0.184150261,0,0.025940565,0.562615442,-90.38532694,38.58985114
179,-1.362042083,1.056500149,0.001018473,0.18642758,0.003289666,0,0.151394671,0,0.004208838,0.654679245,-90.48720395,38.69005235
18,1.701430193,-0.262310402,0.001904136,0.597783005,0,0,0.163354793,0.000454396,0.004300854,0.234106952,-90.29251857,38.62425277
180,0.06777594,-0.270516356,0.000958536,0.440978751,0,0,0.221242329,0,0.007982708,0.329796212,-90.36896262,38.67317249
181,-1.397615047,1.023394762,0.000961248,0.185284116,0.00232864,0,0.124814594,0.002999604,0.004812608,0.679760439,-90.55350656,38.5618291
184,-0.408075922,0.798110892,0.002174157,0.257016365,0,0,0.175308557,0.001495687,0.004666544,0.561512846,-90.35670199,38.57302468
185,-0.351952517,-0.028788693,0.000583022,0.380743977,0.002029121,0,0.145255244,0.00491368,0.005509431,0.461548547,-90.41460518,38.56796159
186,-1.291028199,-0.267965734,0.001096018,0.232101236,0,0,0.278736104,0.003812513,0.008224591,0.477125556,-90.38956601,38.66646421
188,2.388195342,1.323401336,0.00458739,0.497489919,0,0,0.067895656,0.001434514,0.004304814,0.428875097,-90.30334556,38.65352267
189,0.801282801,-1.657101049,0.00137808,0.491603001,0,0,0.125471448,0.023843456,0.003114995,0.355967099,-89.99727886,38.51086846
19,-1.930206499,1.054061407,0.00160055,0.244283159,0,0,0.22693559,0,0.038397922,0.49038333,-90.62709724,38.5872846
191,1.857578547,0.502983477,0.0031415,0.52462666,0,0,0.128706028,0.000599533,0.003640474,0.342427305,-90.31054729,38.61920385
193,1.45828321,-0.244082935,0.001535115,0.565453043,0.00289457,0,0.146798216,0.00106287,0.000645359,0.283145942,-90.31454018,38.60465764
198.1,-2.214442704,0.780946527,0.001173669,0.167138298,0,0,0.223498576,0.00298509,0.025912362,0.580465674,-90.36987415,38.59610215
198.2,-1.249998755,-0.78215232,0.000272438,0.255029593,0.003985991,0,0.189350491,0.013516214,0.00201782,0.53609989,-90.4630038,38.5736798
199,-1.755626597,0.212793461,0.000241868,0.286072723,0,0,0.240024849,0,0.021967992,0.451934436,-90.40859754,38.65770076
20,-1.345317573,0.997208588,0.000818628,0.237592955,0.02943749,0,0.103172532,0.002031928,0.012658808,0.615106288,-90.55283987,38.62553055
201,0.655921322,-0.763087872,0.001368369,0.47089448,0.006729828,0,0.103906915,0.0154492,0.00449716,0.398522416,-90.32847652,38.60045726
203,-0.075803909,-0.025995637,0.001854695,0.341048711,0,0,0.218819615,0.003262583,0.00527767,0.431591422,-90.36433505,38.60461448
208,3.354495533,0.507392313,0.003683687,0.688815034,0,0,0.067668331,0,0,0.243516635,-90.29050893,38.58304868
21,-0.063077143,-0.727635593,0.000900171,0.414048276,0.023684566,0,0.252973621,0.000898898,0.005448138,0.302946502,-90.57939214,38.60659156
210,-0.70678711,1.147052807,0.002332032,0.239664656,7.76495358212584e-05,0,0.172662017,0.000372972,0.012575406,0.574647299,-90.3446551,38.57422945
212,-1.134220498,0.91203162,0.001153284,0.276243249,0,0,0.165568756,0,0.016241441,0.541946554,-90.35351879,38.59974715
213,3.555159873,-0.459938665,0.002744011,0.79099949,0,0,0.059641522,0.005891479,0.000636366,0.142831143,-90.20685584,38.6034629
215,-0.423713967,-0.678496079,0.001355719,0.364520387,0.000397168,0,0.269421471,0.005593455,0.01176866,0.348298859,-90.39223648,38.67757249
218,-0.591708205,0.65921858,0.001530039,0.265590293,0,0,0.18238266,0,0.002724029,0.549303018,-90.36753191,38.56767082
22,-0.928934278,1.158930354,0.00204568,0.261294519,0,0,0.173385033,0,0.019426955,0.545893492,-90.38750884,38.59362015
221,1.389420511,0.002482334,0.002287307,0.531994298,0,0,0.177889364,0,0.005833461,0.284282878,-90.29394928,38.6254213
222,3.623946733,0.331003453,0.003748293,0.728548501,0.001615139,0,0.062964957,0.001102214,0.00065802,0.20511117,-90.22741717,38.59516275
224,-0.199628015,-0.706964749,0.001742573,0.338824113,0,0.000230391,0.335355515,0,0.003905196,0.321684784,-90.2954825,38.82626033
226,2.84921037,0.235292049,0.002839737,0.675188001,0,0,0.085505247,0,0.000210021,0.239096732,-90.29531477,38.58990512
229,1.601086603,0.802163834,0.0028156,0.490930128,0,0,0.095741851,0,0.001176137,0.412151885,-90.30867821,38.65374714
23,-2.015256984,-1.070841242,0.000527099,0.18073389,0.011503238,0,0.323812022,0.00955781,0.010692219,0.463700822,-90.5600944,38.62210705
